FIPS,State,County,Predicted COVID Cases,Amount Over / Under (Cases),Population
20087,KS,Jefferson County,1880.0,-493.0,18354
20089,KS,Jewell County,1050.0,741.0,2885
20091,KS,Johnson County,75174.0,-6456.0,619091
20093,KS,Kearny County,1144.0,773.0,3865
20095,KS,Kingman County,1050.0,233.0,7174
20097,KS,Kiowa County,1144.0,856.0,2405
20099,KS,Labette County,2330.0,-1051.0,19702
20101,KS,Lane County,1288.0,1146.0,1544
20103,KS,Leavenworth County,11864.0,454.0,82922
20105,KS,Lincoln County,1050.0,773.0,2911
20107,KS,Linn County,1105.0,-341.0,9777
20109,KS,Logan County,1050.0,656.0,2703
20111,KS,Lyon County,3616.0,-1547.0,32031
20113,KS,McPherson County,4161.0,415.0,30063
20115,KS,Marion County,1265.0,-440.0,11783
20117,KS,Marshall County,1050.0,103.0,9992
20119,KS,Meade County,1144.0,626.0,3913
20121,KS,Miami County,2887.0,-1130.0,34791
20123,KS,Mitchell County,1050.0,246.0,5730
20125,KS,Montgomery County,3225.0,-1429.0,30853
20127,KS,Morris County,1050.0,289.0,5400
20129,KS,Morton County,1144.0,919.0,2601
20131,KS,Nemaha County,1265.0,-15.0,10164
20133,KS,Neosho County,1578.0,-1049.0,15583
20135,KS,Ness County,1050.0,757.0,2657
20137,KS,Norton County,1050.0,304.0,5325
20139,KS,Osage County,1678.0,-428.0,15705
20141,KS,Osborne County,1050.0,630.0,3481
20143,KS,Ottawa County,1050.0,522.0,5806
20145,KS,Pawnee County,1144.0,247.0,6188
20147,KS,Phillips County,1050.0,462.0,4783
20149,KS,Pottawatomie County,3389.0,69.0,26292
20151,KS,Pratt County,1050.0,297.0,9073
20153,KS,Rawlins County,1050.0,879.0,2523
20155,KS,Reno County,6867.0,-1528.0,61552
20157,KS,Republic County,1050.0,527.0,4653
20159,KS,Rice County,1171.0,-52.0,9370
20161,KS,Riley County,9129.0,2046.0,71563
20163,KS,Rooks County,1050.0,485.0,4810
20165,KS,Rush County,1050.0,738.0,2941
20167,KS,Russell County,1050.0,394.0,6733
20169,KS,Saline County,5955.0,-743.0,53389
20171,KS,Scott County,2514.0,1915.0,5007
20173,KS,Sedgwick County,69421.0,-2225.0,525368
20175,KS,Seward County,2305.0,-206.0,21345
20177,KS,Shawnee County,23548.0,-4762.0,177537
20179,KS,Sheridan County,1050.0,773.0,2439
20181,KS,Sherman County,1050.0,458.0,5876
20183,KS,Smith County,1050.0,739.0,3572
20185,KS,Stafford County,1050.0,535.0,3971
20187,KS,Stanton County,1264.0,1089.0,1967
20189,KS,Stevens County,1264.0,502.0,5166
20191,KS,Sumner County,2236.0,-284.0,22359
20193,KS,Thomas County,1288.0,182.0,7908
20195,KS,Trego County,1050.0,707.0,2746
20197,KS,Wabaunsee County,1050.0,331.0,7009
20199,KS,Wallace County,1050.0,912.0,1493
20201,KS,Washington County,1050.0,475.0,5493
20203,KS,Wichita County,1144.0,906.0,2078
20205,KS,Wilson County,1050.0,-437.0,8554
20207,KS,Woodson County,1105.0,664.0,3117
20209,KS,Wyandotte County,23702.0,1874.0,165626
21001,KY,Adair County,2385.0,-1147.0,19097
21003,KY,Allen County,2696.0,-1180.0,21283
21005,KY,Anderson County,2602.0,-1515.0,24273
21007,KY,Ballard County,1125.0,255.0,7642
21009,KY,Barren County,5842.0,-1334.0,44872
21011,KY,Bath County,1663.0,-769.0,12828
21013,KY,Bell County,3410.0,-1145.0,23611
21015,KY,Boone County,16240.0,-3833.0,139045
21017,KY,Bourbon County,2385.0,-1391.0,20109
21019,KY,Boyd County,5894.0,-5759.0,48059
21021,KY,Boyle County,2767.0,-2281.0,30851
21023,KY,Bracken County,1199.0,-43.0,8435
21025,KY,Breathitt County,1969.0,-893.0,13358
21027,KY,Breckinridge County,2696.0,-343.0,20961
21029,KY,Bullitt County,9199.0,-4899.0,83774
21031,KY,Butler County,1617.0,-337.0,12365
21033,KY,Caldwell County,1827.0,-376.0,12608
21035,KY,Calloway County,3731.0,-2055.0,38093
21037,KY,Campbell County,12167.0,-1391.0,93272
21039,KY,Carlisle County,1105.0,539.0,4719
21041,KY,Carroll County,1555.0,-327.0,10939
21043,KY,Carter County,3141.0,-2992.0,26343
21045,KY,Casey County,2309.0,152.0,15911
21047,KY,Christian County,8408.0,81.0,72286
21049,KY,Clark County,4603.0,-2892.0,36992
21051,KY,Clay County,2883.0,-1247.0,19874
21053,KY,Clinton County,1480.0,-551.0,9139
21055,KY,Crittenden County,1339.0,26.0,8991
21057,KY,Cumberland County,1204.0,40.0,5969
21059,KY,Daviess County,10797.0,-6866.0,103189
21061,KY,Edmonson County,1632.0,204.0,12302
21063,KY,Elliott County,1340.0,-548.0,7292
21065,KY,Estill County,2114.0,-371.0,14024
21067,KY,Fayette County,43175.0,-16623.0,320281
21069,KY,Fleming County,2189.0,-78.0,15278
21071,KY,Floyd County,4971.0,-3300.0,34918
21073,KY,Franklin County,6793.0,-2723.0,51548
21075,KY,Fulton County,1369.0,812.0,6371
21077,KY,Gallatin County,1199.0,15.0,8773
21079,KY,Garrard County,2189.0,-395.0,17566
21081,KY,Grant County,2696.0,-1536.0,25474
21083,KY,Graves County,4281.0,-1082.0,36493
21085,KY,Grayson County,3488.0,-970.0,26643
21087,KY,Green County,1612.0,-357.0,11392
21089,KY,Greenup County,4232.0,-4092.0,35375
21091,KY,Hancock County,1199.0,-176.0,9027
21093,KY,Hardin County,10797.0,-11056.0,111743
21095,KY,Harlan County,3658.0,-2350.0,25652
21097,KY,Harrison County,2696.0,-1665.0,19105
21099,KY,Hart County,2816.0,146.0,19594
21101,KY,Henderson County,5797.0,-2317.0,44032
21103,KY,Henry County,1973.0,-1129.0,15760
21105,KY,Hickman County,1199.0,741.0,4434
21107,KY,Hopkins County,5842.0,-3694.0,44926
21109,KY,Jackson County,1969.0,-18.0,12989
21111,KY,Jefferson County,102230.0,-32969.0,773095
21113,KY,Jessamine County,6010.0,-3055.0,54236
21115,KY,Johnson County,3295.0,-1292.0,22235
21117,KY,Kenton County,23329.0,1001.0,170280
21119,KY,Knott County,1959.0,-1236.0,13847
21121,KY,Knox County,5062.0,-1602.0,29773
21123,KY,Larue County,1973.0,-81.0,15150
21125,KY,Laurel County,8397.0,-3600.0,62879
21127,KY,Lawrence County,2235.0,-17.0,16097
21129,KY,Lee County,1480.0,-6.0,7273
21131,KY,Leslie County,1606.0,-1002.0,10049
21133,KY,Letcher County,3099.0,-1989.0,20827
21135,KY,Lewis County,2114.0,-321.0,12937
21137,KY,Lincoln County,3037.0,-807.0,24419
21139,KY,Livingston County,1199.0,-188.0,8968
21141,KY,Logan County,3317.0,-1058.0,27856
21143,KY,Lyon County,1105.0,-345.0,9099
21145,KY,McCracken County,8857.0,-2822.0,67366
21147,KY,McCreary County,2388.0,-1010.0,16783
21149,KY,McLean County,1105.0,-378.0,9107
21151,KY,Madison County,12167.0,-3618.0,95151
21153,KY,Magoffin County,1959.0,-419.0,11348
21155,KY,Marion County,2696.0,-704.0,19748
21157,KY,Marshall County,3638.0,-772.0,31790
21159,KY,Martin County,1696.0,-199.0,11096
21161,KY,Mason County,2209.0,-889.0,16903
21163,KY,Meade County,3223.0,-158.0,30010
21165,KY,Menifee County,1340.0,146.0,6236
21167,KY,Mercer County,2291.0,-1929.0,22900
21169,KY,Metcalfe County,1339.0,-18.0,10408
21171,KY,Monroe County,1500.0,-213.0,11353
21173,KY,Montgomery County,3196.0,-2809.0,28357
21175,KY,Morgan County,1879.0,-1422.0,14146
21177,KY,Muhlenberg County,3911.0,-2608.0,30696
21179,KY,Nelson County,4765.0,-4265.0,47359
21181,KY,Nicholas County,1199.0,-111.0,7786
21183,KY,Ohio County,2717.0,-1095.0,23496
21185,KY,Oldham County,11337.0,569.0,69444
21187,KY,Owen County,1354.0,-1.0,11294
21189,KY,Owsley County,1340.0,360.0,3958
21191,KY,Pendleton County,1827.0,-30.0,14703
21193,KY,Perry County,4605.0,-3917.0,27367
21195,KY,Pike County,8442.0,-3799.0,56317
21197,KY,Powell County,1833.0,-1272.0,13041
21199,KY,Pulaski County,9332.0,293.0,65767
21201,KY,Robertson County,1220.0,818.0,2247
21203,KY,Rockcastle County,2219.0,-658.0,16225
21205,KY,Rowan County,2804.0,-2123.0,24372
21207,KY,Russell County,2436.0,-1324.0,18185
21209,KY,Scott County,7170.0,-5102.0,59077
21211,KY,Shelby County,4853.0,-3543.0,48842
21213,KY,Simpson County,2385.0,-992.0,19948
21215,KY,Spencer County,2585.0,-806.0,20212
21217,KY,Taylor County,3031.0,-2044.0,26396
21219,KY,Todd County,1675.0,233.0,12394
21221,KY,Trigg County,1817.0,-640.0,14348
21223,KY,Trimble County,1199.0,29.0,8527
21225,KY,Union County,1733.0,-664.0,13104
21227,KY,Warren County,18977.0,-5073.0,140046
21229,KY,Washington County,1672.0,-567.0,12060
21231,KY,Wayne County,3256.0,-791.0,19634
21233,KY,Webster County,1612.0,-499.0,12739
21235,KY,Whitley County,4926.0,-2040.0,36908
21237,KY,Wolfe County,1480.0,-457.0,6416
21239,KY,Woodford County,3945.0,-1050.0,27053
22001,LA,Acadia Parish,7388.0,8.0,56725
22003,LA,Allen Parish,2816.0,-1201.0,22287
22005,LA,Ascension Parish,15019.0,-4392.0,130485
22007,LA,Assumption Parish,2816.0,222.0,20463
22009,LA,Avoyelles Parish,5041.0,-1147.0,38715
22011,LA,Beauregard Parish,3736.0,-826.0,36624
22013,LA,Bienville Parish,1828.0,-343.0,12612
22015,LA,Bossier Parish,14925.0,-10049.0,129153
22017,LA,Caddo Parish,30078.0,-10230.0,228934
22019,LA,Calcasieu Parish,23697.0,-5510.0,202288
22021,LA,Caldwell Parish,1345.0,-645.0,9493
22023,LA,Cameron Parish,1144.0,672.0,4896
22025,LA,Catahoula Parish,1460.0,258.0,8604
22027,LA,Claiborne Parish,1948.0,130.0,13849
22029,LA,Concordia Parish,2804.0,-56.0,18026
22031,LA,De Soto Parish,3280.0,-970.0,26856
22033,LA,East Baton Rouge Parish,65880.0,-172.0,450091
22035,LA,East Carroll Parish,1480.0,88.0,6939
22037,LA,East Feliciana Parish,2280.0,-1123.0,19208
22039,LA,Evangeline Parish,5041.0,1139.0,32033
22041,LA,Franklin Parish,2924.0,-763.0,19358
22043,LA,Grant Parish,2726.0,-476.0,22040
22045,LA,Iberia Parish,8397.0,-1536.0,68320
22047,LA,Iberville Parish,4014.0,-1020.0,29613
22049,LA,Jackson Parish,1988.0,-492.0,14816
22051,LA,Jefferson Parish,67251.0,7148.0,426030
22053,LA,Jefferson Davis Parish,3895.0,821.0,31929
22055,LA,Lafayette Parish,30211.0,-4868.0,247714
22057,LA,Lafourche Parish,10149.0,-4157.0,95751
22059,LA,LaSalle Parish,1775.0,-330.0,14821
22061,LA,Lincoln Parish,6915.0,-433.0,47980
22063,LA,Livingston Parish,18348.0,-879.0,148056
22065,LA,Madison Parish,1696.0,245.0,9480
22067,LA,Morehouse Parish,3295.0,-251.0,24414
22069,LA,Natchitoches Parish,5064.0,-337.0,36648
22071,LA,Orleans Parish,59417.0,5298.0,369917
22073,LA,Ouachita Parish,20047.0,-8454.0,157704
22075,LA,Plaquemines Parish,2330.0,-956.0,22618
22077,LA,Pointe Coupee Parish,2415.0,-1090.0,20212
22079,LA,Rapides Parish,18214.0,341.0,127028
22081,LA,Red River Parish,1369.0,393.0,7465
22083,LA,Richland Parish,2505.0,-1535.0,19784
22085,LA,Sabine Parish,3060.0,70.0,21974
22087,LA,St. Bernard Parish,5960.0,-96.0,44419
22089,LA,St. Charles Parish,5540.0,-1286.0,51058
22091,LA,St. Helena Parish,1507.0,628.0,10789
22093,LA,St. James Parish,2696.0,-610.0,19388
22095,LA,St. John the Baptist Parish,4619.0,-1111.0,39955
22097,LA,St. Landry Parish,11096.0,-901.0,81679
22099,LA,St. Martin Parish,6329.0,-83.0,51249
22101,LA,St. Mary Parish,6028.0,379.0,47819
22103,LA,St. Tammany Parish,30116.0,-10846.0,273237
22105,LA,Tangipahoa Parish,20047.0,840.0,136799
22107,LA,Tensas Parish,1250.0,552.0,3814
22109,LA,Terrebonne Parish,12588.0,-3852.0,104632
22111,LA,Union Parish,3115.0,-979.0,20729
22113,LA,Vermilion Parish,6323.0,-1332.0,56953
22115,LA,Vernon Parish,5594.0,919.0,46870
22117,LA,Washington Parish,5842.0,-1183.0,44991
22119,LA,Webster Parish,4788.0,-2087.0,35527
22121,LA,West Baton Rouge Parish,2861.0,-1514.0,28034
22123,LA,West Carroll Parish,1477.0,-855.0,9481
22125,LA,West Feliciana Parish,1561.0,-117.0,15396
22127,LA,Winn Parish,1710.0,-844.0,13251
23001,ME,Androscoggin County,15532.0,3571.0,113225
23003,ME,Aroostook County,9105.0,-1300.0,67322
23005,ME,Cumberland County,36364.0,537.0,308837
23007,ME,Franklin County,3223.0,-137.0,30595
23009,ME,Hancock County,9072.0,3715.0,56549
23011,ME,Kennebec County,15532.0,852.0,126535
23013,ME,Knox County,5942.0,1274.0,41179
23015,ME,Lincoln County,5740.0,1897.0,36285
23017,ME,Oxford County,6867.0,355.0,59458
23019,ME,Penobscot County,18953.0,597.0,154728
23021,ME,Piscataquis County,1878.0,101.0,17403
23023,ME,Sagadahoc County,5942.0,2169.0,37372
23025,ME,Somerset County,5982.0,65.0,51118
23027,ME,Waldo County,5965.0,1772.0,40255
23029,ME,Washington County,3642.0,845.0,31527
23031,ME,York County,24101.0,-2395.0,216950
24001,MD,Allegany County,8388.0,-939.0,67266
24003,MD,Anne Arundel County,58092.0,6896.0,593347
24005,MD,Baltimore County,104186.0,32718.0,845986
24009,MD,Calvert County,10736.0,3686.0,94559
24011,MD,Caroline County,3653.0,694.0,33427
24013,MD,Carroll County,23349.0,11208.0,175472
24015,MD,Cecil County,13093.0,4094.0,104870
24017,MD,Charles County,20768.0,1877.0,170111
24019,MD,Dorchester County,4127.0,-43.0,32583
24021,MD,Frederick County,28281.0,2344.0,287540
24023,MD,Garrett County,3262.0,588.0,28588
24025,MD,Harford County,28665.0,6840.0,263815
24027,MD,Howard County,40059.0,7576.0,335366
24029,MD,Kent County,3445.0,1817.0,19295
24031,MD,Montgomery County,140251.0,5958.0,1053067
24033,MD,Prince George's County,116726.0,19757.0,946980
24035,MD,Queen Anne's County,6445.0,2946.0,51720
24037,MD,St. Mary's County,14271.0,2466.0,114783
24039,MD,Somerset County,3031.0,673.0,24608
24041,MD,Talbot County,5284.0,1952.0,37814
24043,MD,Washington County,18348.0,3546.0,155257
24045,MD,Wicomico County,14186.0,3195.0,104486
24047,MD,Worcester County,6896.0,2225.0,53934
24510,MD,Baltimore city,77674.0,13050.0,569107
25001,MA,Barnstable County,30457.0,7659.0,232078
25003,MA,Berkshire County,17845.0,-2842.0,127547
25005,MA,Bristol County,77234.0,6473.0,579744
25007,MA,Dukes County,4117.0,2204.0,20962
25009,MA,Essex County,116162.0,15839.0,806499
25011,MA,Franklin County,11919.0,3191.0,70995
25013,MA,Hampden County,70277.0,-8595.0,460758
25015,MA,Hampshire County,17515.0,-5089.0,162518
25017,MA,Middlesex County,224229.0,12458.0,1616794
25019,MA,Nantucket County,3938.0,2383.0,14443
25021,MA,Norfolk County,79303.0,-2647.0,725469
25023,MA,Plymouth County,57767.0,-683.0,533248
25025,MA,Suffolk County,105660.0,-16501.0,768812
25027,MA,Worcester County,112906.0,7511.0,862873
26001,MI,Alcona County,1388.0,905.0,10397
26003,MI,Alger County,1243.0,258.0,8773
26005,MI,Allegan County,15587.0,4226.0,121290
26007,MI,Alpena County,3974.0,2131.0,28833
26009,MI,Antrim County,3465.0,1436.0,24265
26011,MI,Arenac County,1899.0,427.0,15123
26013,MI,Baraga County,1243.0,201.0,8283
26015,MI,Barry County,7920.0,2055.0,63402
26017,MI,Bay County,9126.0,-2957.0,102638
26019,MI,Benzie County,3465.0,1808.0,18327
26021,MI,Berrien County,19953.0,4209.0,152835
26023,MI,Branch County,5797.0,1184.0,44502
26025,MI,Calhoun County,17419.0,437.0,133424
26027,MI,Cass County,6323.0,2487.0,51477
26029,MI,Charlevoix County,3445.0,1074.0,26173
26031,MI,Cheboygan County,2717.0,726.0,25964
26033,MI,Chippewa County,5509.0,585.0,36207
26035,MI,Clare County,3757.0,880.0,31307
26037,MI,Clinton County,11919.0,-1236.0,79652
26039,MI,Crawford County,1528.0,317.0,13434
26041,MI,Delta County,4469.0,-570.0,36781
26043,MI,Dickinson County,2602.0,-1491.0,25943
26045,MI,Eaton County,13148.0,-2634.0,108854
26047,MI,Emmet County,4548.0,1601.0,34215
26049,MI,Genesee County,55963.0,5233.0,401923
26051,MI,Gladwin County,2717.0,203.0,25621
26053,MI,Gogebic County,1899.0,16.0,14377
26055,MI,Grand Traverse County,12157.0,3283.0,96298
26057,MI,Gratiot County,4479.0,-201.0,41104
26059,MI,Hillsdale County,4919.0,690.0,45735
26061,MI,Houghton County,4946.0,1243.0,37160
26063,MI,Huron County,3614.0,316.0,31145
26065,MI,Ingham County,36985.0,-3355.0,283477
26067,MI,Ionia County,8294.0,916.0,66836
26069,MI,Iosco County,3136.0,1354.0,25473
26071,MI,Iron County,1543.0,-53.0,11705
26073,MI,Isabella County,7917.0,1642.0,64366
26075,MI,Jackson County,18309.0,-2092.0,159758
26077,MI,Kalamazoo County,33044.0,-935.0,260892
26079,MI,Kalkaska County,2095.0,194.0,18244
26081,MI,Kent County,88531.0,13377.0,658920
26083,MI,Keweenaw County,2495.0,2243.0,2155
26085,MI,Lake County,1783.0,825.0,12651
26087,MI,Lapeer County,9105.0,803.0,88632
26089,MI,Leelanau County,3801.0,1960.0,22883
26091,MI,Lenawee County,9105.0,-3348.0,98280
26093,MI,Livingston County,23349.0,-106.0,196134
26095,MI,Luce County,1125.0,524.0,6274
26097,MI,Mackinac County,1388.0,161.0,10962
26099,MI,Macomb County,120667.0,-6610.0,874235
26101,MI,Manistee County,2622.0,384.0,25365
26103,MI,Marquette County,10227.0,794.0,66548
26105,MI,Mason County,2787.0,-621.0,29318
26107,MI,Mecosta County,5406.0,1750.0,40782
26109,MI,Menominee County,2602.0,-84.0,23225
26111,MI,Midland County,11919.0,2388.0,83762
26113,MI,Missaukee County,1878.0,591.0,15232
26115,MI,Monroe County,18309.0,-1594.0,155235
26117,MI,Montcalm County,8388.0,2370.0,67209
26119,MI,Montmorency County,1337.0,717.0,9557
26121,MI,Muskegon County,23623.0,5388.0,175539
26123,MI,Newaygo County,6417.0,1809.0,50728
26125,MI,Oakland County,170388.0,-5224.0,1271025
26127,MI,Oceana County,3122.0,486.0,26920
26129,MI,Ogemaw County,2717.0,1067.0,20919
26131,MI,Ontonagon County,1125.0,572.0,5921
26133,MI,Osceola County,2696.0,703.0,23279
26135,MI,Oscoda County,1337.0,835.0,8391
26137,MI,Otsego County,2622.0,258.0,25561
26139,MI,Ottawa County,38217.0,7259.0,300918
26141,MI,Presque Isle County,1543.0,918.0,13343
26143,MI,Roscommon County,2622.0,744.0,23682
26145,MI,Saginaw County,26258.0,2315.0,188373
26147,MI,St. Clair County,18309.0,-175.0,159668
26149,MI,St. Joseph County,8388.0,3479.0,60778
26151,MI,Sanilac County,4940.0,1385.0,40482
26153,MI,Schoolcraft County,1337.0,375.0,8174
26155,MI,Shiawassee County,8046.0,-888.0,67967
26157,MI,Tuscola County,6343.0,849.0,52908
26159,MI,Van Buren County,9220.0,1516.0,75669
26161,MI,Washtenaw County,47072.0,-12509.0,366504
26163,MI,Wayne County,213380.0,-28907.0,1758942
26165,MI,Wexford County,3558.0,68.0,34018
27001,MN,Aitkin County,1878.0,679.0,16142
27003,MN,Anoka County,49973.0,4862.0,369108
27005,MN,Becker County,3720.0,46.0,35363
27007,MN,Beltrami County,5077.0,-103.0,46511
27009,MN,Benton County,4232.0,-2375.0,41509
27011,MN,Big Stone County,1050.0,344.0,5149
27013,MN,Blue Earth County,8933.0,794.0,69603
27015,MN,Brown County,2331.0,-462.0,25762
27017,MN,Carlton County,4030.0,-1049.0,36544
27019,MN,Carver County,13401.0,661.0,110120
27021,MN,Cass County,3182.0,164.0,31308
27023,MN,Chippewa County,1265.0,-97.0,12269
27025,MN,Chisago County,5703.0,-258.0,57898
27027,MN,Clay County,9171.0,-805.0,65860
27029,MN,Clearwater County,1482.0,730.0,8638
27031,MN,Cook County,2474.0,2023.0,5721
27033,MN,Cottonwood County,1265.0,47.0,11382
27035,MN,Crow Wing County,8802.0,2091.0,67884
27037,MN,Dakota County,57652.0,150.0,443272
27039,MN,Dodge County,1880.0,-748.0,20992
27041,MN,Douglas County,4177.0,-281.0,39684
27043,MN,Faribault County,1383.0,-174.0,13930
27045,MN,Fillmore County,1880.0,-417.0,21454
27047,MN,Freeborn County,3612.0,-426.0,30683
27049,MN,Goodhue County,4570.0,-1564.0,48041
27051,MN,Grant County,1050.0,392.0,6121
27053,MN,Hennepin County,160985.0,-11693.0,1257066
27055,MN,Houston County,1734.0,-447.0,18727
27057,MN,Hubbard County,2075.0,-73.0,21963
27059,MN,Isanti County,4177.0,510.0,42711
27061,MN,Itasca County,4651.0,-104.0,45194
27063,MN,Jackson County,1171.0,297.0,9898
27065,MN,Kanabec County,1738.0,345.0,16449
27067,MN,Kandiyohi County,4177.0,-699.0,43771
27069,MN,Kittson County,1050.0,693.0,4086
27071,MN,Koochiching County,1438.0,-153.0,11848
27073,MN,Lac qui Parle County,1050.0,259.0,6656
27075,MN,Lake County,1222.0,101.0,10912
27077,MN,Lake of the Woods County,1050.0,710.0,3886
27079,MN,Le Sueur County,2942.0,630.0,29124
27081,MN,Lincoln County,1050.0,521.0,5576
27083,MN,Lyon County,2236.0,-201.0,25433
27085,MN,McLeod County,3961.0,-871.0,36734
27087,MN,Mahnomen County,1199.0,250.0,5339
27089,MN,Marshall County,1222.0,413.0,8889
27091,MN,Martin County,1875.0,-430.0,19656
27093,MN,Meeker County,2331.0,64.0,23526
27095,MN,Mille Lacs County,2767.0,355.0,27295
27097,MN,Morrison County,4030.0,297.0,34237
27099,MN,Mower County,4271.0,-1408.0,40050
27101,MN,Murray County,1050.0,349.0,8040
27103,MN,Nicollet County,4675.0,734.0,34343
27105,MN,Nobles County,2089.0,-251.0,21958
27107,MN,Norman County,1105.0,438.0,6371
27109,MN,Olmsted County,21110.0,-5766.0,164036
27111,MN,Otter Tail County,6741.0,1413.0,60544
27113,MN,Pennington County,1528.0,-37.0,13816
27115,MN,Pine County,3223.0,532.0,29533
27117,MN,Pipestone County,1050.0,357.0,9327
27119,MN,Polk County,3103.0,-962.0,30725
27121,MN,Pope County,1265.0,-264.0,11420
27123,MN,Ramsey County,66893.0,-4172.0,537303
27125,MN,Red Lake County,1105.0,792.0,3881
27127,MN,Redwood County,1538.0,-44.0,15358
27129,MN,Renville County,1738.0,209.0,14473
27131,MN,Rice County,6895.0,-984.0,67523
27133,MN,Rock County,1265.0,392.0,9554
27135,MN,Roseau County,1538.0,-26.0,15334
27137,MN,St. Louis County,23431.0,-2782.0,199558
27139,MN,Scott County,15504.0,-2420.0,154423
27141,MN,Sherburne County,12254.0,1811.0,100540
27143,MN,Sibley County,1538.0,156.0,14928
27145,MN,Stearns County,18254.0,-4712.0,160242
27147,MN,Steele County,3720.0,-576.0,37429
27149,MN,Stevens County,1050.0,-301.0,9615
27151,MN,Swift County,1050.0,221.0,9771
27153,MN,Todd County,2425.0,-553.0,25533
27155,MN,Traverse County,1050.0,689.0,3242
27157,MN,Wabasha County,1880.0,-552.0,21652
27159,MN,Wadena County,1438.0,-409.0,14236
27161,MN,Waseca County,1935.0,-24.0,18914
27163,MN,Washington County,27990.0,-6953.0,276169
27165,MN,Watonwan County,1359.0,165.0,11106
27167,MN,Wilkin County,1050.0,442.0,6358
27169,MN,Winona County,5029.0,-2047.0,49469
27171,MN,Wright County,16240.0,2912.0,148118
27173,MN,Yellow Medicine County,1050.0,32.0,9484
28001,MS,Adams County,4237.0,759.0,28517
28003,MS,Alcorn County,4529.0,-1561.0,34147
28005,MS,Amite County,1632.0,44.0,12559
28007,MS,Attala County,2189.0,-827.0,17530
28009,MS,Benton County,1369.0,274.0,7556
28011,MS,Bolivar County,3911.0,-407.0,29461
28013,MS,Calhoun County,1793.0,-661.0,12846
28015,MS,Carroll County,1460.0,325.0,9736
28017,MS,Chickasaw County,2309.0,-963.0,16863
28019,MS,Choctaw County,1199.0,-162.0,8095
28021,MS,Claiborne County,1477.0,363.0,8775
28023,MS,Clarke County,1949.0,255.0,15203
28025,MS,Clay County,2391.0,-249.0,18311
28027,MS,Coahoma County,3767.0,453.0,20235
28029,MS,Copiah County,3434.0,-514.0,27712
28031,MS,Covington County,2385.0,-1334.0,18142
28033,MS,DeSoto County,22164.0,-1904.0,191144
28035,MS,Forrest County,9105.0,-2881.0,77976
28037,MS,Franklin County,1220.0,259.0,7611
28039,MS,George County,2696.0,-585.0,25199
28041,MS,Greene County,1753.0,273.0,13566
28043,MS,Grenada County,2385.0,88.0,21134
28045,MS,Hancock County,4899.0,-1611.0,46007
28047,MS,Harrison County,23697.0,-4219.0,210443
28049,MS,Hinds County,27509.0,-1623.0,217555
28051,MS,Holmes County,2418.0,192.0,16111
28053,MS,Humphreys County,1480.0,594.0,7354
28055,MS,Issaquena County,1340.0,1237.0,1262
28057,MS,Itawamba County,2696.0,-1221.0,23971
28059,MS,Jackson County,17608.0,-1211.0,144963
28061,MS,Jasper County,2189.0,-233.0,16077
28063,MS,Jefferson County,1507.0,738.0,7067
28065,MS,Jefferson Davis County,1672.0,65.0,11079
28067,MS,Jones County,8388.0,-2469.0,66440
28069,MS,Kemper County,1480.0,456.0,8670
28071,MS,Lafayette County,7775.0,-976.0,57730
28073,MS,Lamar County,9048.0,-851.0,65746
28075,MS,Lauderdale County,10143.0,1536.0,71142
28077,MS,Lawrence County,1462.0,-494.0,11761
28079,MS,Leake County,2726.0,-378.0,21203
28081,MS,Lee County,9199.0,-5770.0,82824
28083,MS,Leflore County,3767.0,580.0,26664
28085,MS,Lincoln County,4673.0,324.0,34764
28087,MS,Lowndes County,6323.0,-2501.0,57671
28089,MS,Madison County,14777.0,610.0,111271
28091,MS,Marion County,3120.0,-718.0,24166
28093,MS,Marshall County,4168.0,-354.0,33905
28095,MS,Monroe County,4127.0,-1650.0,33568
28097,MS,Montgomery County,1369.0,-227.0,9563
28099,MS,Neshoba County,3439.0,-1921.0,28804
28101,MS,Newton County,2385.0,-479.0,21023
28103,MS,Noxubee County,1813.0,281.0,10000
28105,MS,Oktibbeha County,7414.0,1643.0,51384
28107,MS,Panola County,4217.0,-825.0,32592
28109,MS,Pearl River County,7264.0,-46.0,57183
28111,MS,Perry County,1457.0,38.0,11398
28113,MS,Pike County,5342.0,-724.0,39687
28115,MS,Pontotoc County,3648.0,-1198.0,31367
28117,MS,Prentiss County,2385.0,-2108.0,24891
28119,MS,Quitman County,1480.0,835.0,5674
28121,MS,Rankin County,16053.0,-4822.0,158978
28123,MS,Scott County,3243.0,587.0,27560
28125,MS,Sharkey County,1250.0,790.0,3462
28127,MS,Simpson County,2726.0,-686.0,25623
28129,MS,Smith County,1833.0,-246.0,14082
28131,MS,Stone County,2385.0,-369.0,18641
28133,MS,Sunflower County,3347.0,1177.0,24837
28135,MS,Tallahatchie County,1703.0,368.0,12067
28137,MS,Tate County,3280.0,-274.0,28259
28139,MS,Tippah County,2415.0,-1116.0,21438
28141,MS,Tishomingo County,2175.0,-1177.0,18621
28143,MS,Tunica County,1345.0,154.0,9407
28145,MS,Union County,3174.0,-1249.0,28132
28147,MS,Walthall County,1577.0,-572.0,13824
28149,MS,Warren County,5682.0,584.0,42635
28151,MS,Washington County,5062.0,688.0,42524
28153,MS,Wayne County,2804.0,549.0,19583
28155,MS,Webster County,1339.0,-391.0,9944
28157,MS,Wilkinson County,1360.0,608.0,8203
